Instance,Terminal,Layer,X location,Y location,Voltage
ANTENNA_clkload2_A,VPWR,li1,256.2200,163.2000,1.799987
ANTENNA_clkbuf_2_2__f_clk_X,VPWR,li1,259.4400,59.8400,1.799991
ANTENNA_clkbuf_leaf_35_clk_A,VPWR,li1,203.7800,114.2400,1.799992
ANTENNA_clkbuf_leaf_36_clk_A,VPWR,li1,246.1000,87.0400,1.799994
ANTENNA_clkbuf_leaf_37_clk_A,VPWR,li1,272.7800,81.6000,1.799993
ANTENNA_clkbuf_leaf_38_clk_A,VPWR,li1,285.2000,97.9200,1.799998
ANTENNA_clkbuf_leaf_39_clk_A,VPWR,li1,328.4400,92.4800,1.799995
ANTENNA_clkbuf_leaf_40_clk_A,VPWR,li1,292.1000,70.7200,1.799996
ANTENNA_clkbuf_leaf_41_clk_A,VPWR,li1,293.4800,48.9600,1.799994
ANTENNA_clkbuf_leaf_42_clk_A,VPWR,li1,299.4600,21.7600,1.799992
ANTENNA_clkbuf_leaf_43_clk_A,VPWR,li1,271.8600,21.7600,1.799990
ANTENNA_clkbuf_leaf_44_clk_A,VPWR,li1,248.4000,43.5200,1.799994
ANTENNA_clkbuf_leaf_45_clk_A,VPWR,li1,232.7600,16.3200,1.799997
ANTENNA_clkbuf_leaf_46_clk_A,VPWR,li1,188.1400,21.7600,1.799993
ANTENNA_clkbuf_leaf_47_clk_A,VPWR,li1,228.6200,54.4000,1.799995
ANTENNA_clkbuf_leaf_48_clk_A,VPWR,li1,191.3600,87.0400,1.799995
ANTENNA_clkload1_A,VPWR,li1,247.0200,65.2800,1.799997
ANTENNA_clkbuf_2_1__f_clk_X,VPWR,li1,97.9800,168.6400,1.799993
ANTENNA_clkbuf_leaf_6_clk_A,VPWR,li1,132.9400,119.6800,1.799995
ANTENNA_clkbuf_leaf_7_clk_A,VPWR,li1,85.5600,141.4400,1.799995
ANTENNA_clkbuf_leaf_8_clk_A,VPWR,li1,63.0200,130.5600,1.799997
ANTENNA_clkbuf_leaf_9_clk_A,VPWR,li1,24.8400,119.6800,1.799999
ANTENNA_clkbuf_leaf_10_clk_A,VPWR,li1,32.6600,157.7600,1.799995
ANTENNA_clkbuf_leaf_11_clk_A,VPWR,li1,73.1400,174.0800,1.799993
ANTENNA_clkbuf_leaf_12_clk_A,VPWR,li1,28.5200,184.9600,1.799993
ANTENNA_clkbuf_leaf_13_clk_A,VPWR,li1,38.1800,223.0400,1.799994
ANTENNA_clkbuf_leaf_14_clk_A,VPWR,li1,81.8800,206.7200,1.799992
ANTENNA_clkbuf_leaf_15_clk_A,VPWR,li1,87.8600,179.5200,1.799994
ANTENNA_clkbuf_leaf_16_clk_A,VPWR,li1,104.4200,201.2800,1.799998
ANTENNA_clkbuf_leaf_17_clk_A,VPWR,li1,153.6400,212.1600,1.799996
ANTENNA_clkbuf_leaf_18_clk_A,VPWR,li1,134.7800,179.5200,1.799996
ANTENNA_clkbuf_leaf_19_clk_A,VPWR,li1,118.2200,163.2000,1.799998
ANTENNA_clkbuf_leaf_20_clk_A,VPWR,li1,164.2200,136.0000,1.799994
ANTENNA_clkbuf_2_0__f_clk_X,VPWR,li1,91.5400,76.1600,1.799986
ANTENNA_clkbuf_leaf_0_clk_A,VPWR,li1,38.1800,54.4000,1.799994
ANTENNA_clkbuf_leaf_1_clk_A,VPWR,li1,30.3600,70.7200,1.799994
ANTENNA_clkbuf_leaf_2_clk_A,VPWR,li1,29.4400,92.4800,1.799998
ANTENNA_clkbuf_leaf_3_clk_A,VPWR,li1,69.4600,92.4800,1.799995
ANTENNA_clkbuf_leaf_4_clk_A,VPWR,li1,99.3600,70.7200,1.799998
ANTENNA_clkbuf_leaf_5_clk_A,VPWR,li1,137.0800,108.8000,1.799996
ANTENNA_clkbuf_leaf_49_clk_A,VPWR,li1,131.1000,76.1600,1.799993
ANTENNA_clkbuf_leaf_50_clk_A,VPWR,li1,119.1400,48.9600,1.799996
ANTENNA_clkbuf_leaf_51_clk_A,VPWR,li1,144.4400,27.2000,1.799996
ANTENNA_clkbuf_leaf_52_clk_A,VPWR,li1,97.0600,21.7600,1.799997
ANTENNA_clkbuf_leaf_53_clk_A,VPWR,li1,64.8600,10.8800,1.799998
ANTENNA_clkbuf_leaf_54_clk_A,VPWR,li1,23.4600,21.7600,1.799999
ANTENNA_clkload0_A,VPWR,li1,77.2800,76.1600,1.799986
ANTENNA_clkbuf_0_clk_X,VPWR,li1,180.3200,119.6800,1.799992
ANTENNA_clkbuf_2_0__f_clk_A,VPWR,li1,90.6200,76.1600,1.799986
ANTENNA_clkbuf_2_1__f_clk_A,VPWR,li1,94.3000,168.6400,1.799990
ANTENNA_clkbuf_2_2__f_clk_A,VPWR,li1,247.0200,59.8400,1.799993
ANTENNA_clkbuf_2_3__f_clk_A,VPWR,li1,253.4600,168.6400,1.799999
ANTENNA_fanout334_A,VPWR,li1,184.0000,223.0400,1.799999
ANTENNA_fanout326_A,VPWR,li1,195.5000,157.7600,1.799997
ANTENNA_fanout329_A,VPWR,li1,226.3200,163.2000,1.799995
ANTENNA__6144__RESET_B,VPWR,li1,215.2800,157.7600,1.799998
ANTENNA_fanout351_A,VPWR,li1,284.7400,217.6000,1.799996
ANTENNA_fanout341_A,VPWR,li1,288.4200,157.7600,1.799997
ANTENNA_fanout352_X,VPWR,li1,173.8800,223.0400,1.799999
ANTENNA_fanout346_A,VPWR,li1,285.6600,217.6000,1.799996
ANTENNA_fanout342_A,VPWR,li1,251.6200,201.2800,1.799997
ANTENNA_fanout343_A,VPWR,li1,268.6400,190.4000,1.799997
ANTENNA_fanout349_A,VPWR,li1,204.7000,223.0400,1.799999
ANTENNA_fanout350_A,VPWR,li1,193.6600,223.0400,1.799999
ANTENNA_fanout347_A,VPWR,li1,297.6200,195.8400,1.799998
ANTENNA_fanout348_A,VPWR,li1,319.7000,206.7200,1.799995
ANTENNA_fanout351_X,VPWR,li1,290.7200,223.0400,1.800000
ANTENNA_fanout336_A,VPWR,li1,254.8400,157.7600,1.799998
ANTENNA__6065__RESET_B,VPWR,li1,272.7800,163.2000,1.799989
ANTENNA__6064__RESET_B,VPWR,li1,281.9800,141.4400,1.799995
ANTENNA__5993__RESET_B,VPWR,li1,253.0000,157.7600,1.799998
ANTENNA__5992__RESET_B,VPWR,li1,277.8400,136.0000,1.799997
ANTENNA_fanout339_A,VPWR,li1,301.7600,179.5200,1.799992
ANTENNA_fanout340_A,VPWR,li1,329.3600,206.7200,1.799997
ANTENNA_fanout337_A,VPWR,li1,303.6000,157.7600,1.799997
ANTENNA_fanout338_A,VPWR,li1,329.8200,146.8800,1.799999
ANTENNA_fanout341_X,VPWR,li1,287.0400,152.3200,1.799999
ANTENNA_fanout330_A,VPWR,li1,184.0000,217.6000,1.799995
ANTENNA__5952__RESET_B,VPWR,li1,185.8400,217.6000,1.799995
ANTENNA__5950__RESET_B,VPWR,li1,198.7200,201.2800,1.799995
ANTENNA_fanout332_A,VPWR,li1,205.6200,223.0400,1.799999
ANTENNA_fanout333_A,VPWR,li1,221.2600,223.0400,1.799999
ANTENNA__6001__RESET_B,VPWR,li1,236.9000,179.5200,1.799998
ANTENNA_fanout331_A,VPWR,li1,205.6200,190.4000,1.799997
ANTENNA_fanout334_X,VPWR,li1,184.9200,223.0400,1.799999
ANTENNA_fanout314_A,VPWR,li1,178.9400,108.8000,1.799998
ANTENNA_fanout310_A,VPWR,li1,183.0800,32.6400,1.799998
ANTENNA_fanout311_A,VPWR,li1,218.0400,54.4000,1.799996
ANTENNA_fanout323_A,VPWR,li1,258.0600,76.1600,1.799997
ANTENNA_fanout318_A,VPWR,li1,267.2600,54.4000,1.799998
ANTENNA_fanout324_X,VPWR,li1,179.8600,108.8000,1.799998
ANTENNA__6116__RESET_B,VPWR,li1,234.1400,76.1600,1.799997
ANTENNA__6117__RESET_B,VPWR,li1,233.2200,81.6000,1.799997
ANTENNA__6119__RESET_B,VPWR,li1,243.8000,81.6000,1.799997
ANTENNA__6120__RESET_B,VPWR,li1,232.7600,76.1600,1.799997
ANTENNA__6122__RESET_B,VPWR,li1,230.0000,65.2800,1.799998
ANTENNA__5582__RESET_B,VPWR,li1,237.3600,103.3600,1.799996
ANTENNA__5583__RESET_B,VPWR,li1,237.3600,92.4800,1.799998
ANTENNA__5589__RESET_B,VPWR,li1,227.2400,103.3600,1.799997
ANTENNA__5718__RESET_B,VPWR,li1,221.7200,103.3600,1.799997
ANTENNA__5793__RESET_B,VPWR,li1,219.4200,114.2400,1.799996
ANTENNA_fanout313_X,VPWR,li1,222.6400,108.8000,1.799998
ANTENNA__6145__RESET_B,VPWR,li1,187.2200,32.6400,1.799998
ANTENNA__6146__RESET_B,VPWR,li1,200.5600,38.0800,1.799999
ANTENNA__6147__RESET_B,VPWR,li1,194.1200,21.7600,1.799994
ANTENNA__6148__RESET_B,VPWR,li1,189.9800,21.7600,1.799993
ANTENNA__6149__RESET_B,VPWR,li1,190.9000,10.8800,1.799998
ANTENNA__6150__RESET_B,VPWR,li1,187.2200,10.8800,1.799998
ANTENNA__6151__RESET_B,VPWR,li1,182.1600,21.7600,1.799993
ANTENNA__6152__RESET_B,VPWR,li1,178.9400,5.4400,1.799999
ANTENNA__6160__RESET_B,VPWR,li1,184.0000,32.6400,1.799998
ANTENNA__5590__RESET_B,VPWR,li1,229.5400,48.9600,1.799997
ANTENNA_fanout310_X,VPWR,li1,184.9200,32.6400,1.799998
ANTENNA_fanout298_A,VPWR,li1,78.2000,217.6000,1.799996
ANTENNA_fanout306_A,VPWR,li1,120.5200,217.6000,1.799994
ANTENNA_fanout308_A,VPWR,li1,133.8600,223.0400,1.799999
ANTENNA_fanout307_A,VPWR,li1,159.1600,223.0400,1.799999
ANTENNA_fanout303_A,VPWR,li1,145.3600,179.5200,1.799995
ANTENNA_fanout309_X,VPWR,li1,134.7800,223.0400,1.799999
ANTENNA__5906__RESET_B,VPWR,li1,158.2400,179.5200,1.799996
ANTENNA__5923__RESET_B,VPWR,li1,157.3200,195.8400,1.799999
ANTENNA__5926__RESET_B,VPWR,li1,168.8200,168.6400,1.799998
ANTENNA__5936__RESET_B,VPWR,li1,138.4600,190.4000,1.799999
ANTENNA__5939__RESET_B,VPWR,li1,151.3400,179.5200,1.799995
ANTENNA__5959__RESET_B,VPWR,li1,172.0400,174.0800,1.799999
ANTENNA__5967__RESET_B,VPWR,li1,133.4000,179.5200,1.799996
ANTENNA__5922__RESET_B,VPWR,li1,167.4400,223.0400,1.799999
ANTENNA__5925__RESET_B,VPWR,li1,167.9000,217.6000,1.799995
ANTENNA__5927__RESET_B,VPWR,li1,136.6200,195.8400,1.799999
ANTENNA_fanout307_X,VPWR,li1,162.8400,223.0400,1.799999
ANTENNA__5903__RESET_B,VPWR,li1,121.9000,179.5200,1.799996
ANTENNA__5907__RESET_B,VPWR,li1,111.7800,179.5200,1.799996
ANTENNA__5909__RESET_B,VPWR,li1,96.6000,184.9600,1.799998
ANTENNA__5934__RESET_B,VPWR,li1,131.1000,179.5200,1.799996
ANTENNA__5940__RESET_B,VPWR,li1,95.6800,174.0800,1.799997
ANTENNA__5942__RESET_B,VPWR,li1,104.4200,184.9600,1.799998
ANTENNA_fanout305_A,VPWR,li1,131.1000,212.1600,1.799994
ANTENNA__5966__RESET_B,VPWR,li1,122.8200,201.2800,1.799998
ANTENNA_fanout306_X,VPWR,li1,117.3000,217.6000,1.799994
ANTENNA_fanout300_A,VPWR,li1,119.6000,157.7600,1.799994
ANTENNA__5965__RESET_B,VPWR,li1,101.2000,168.6400,1.799993
ANTENNA__5943__RESET_B,VPWR,li1,119.6000,163.2000,1.799998
ANTENNA_fanout302_A,VPWR,li1,135.7000,174.0800,1.799998
ANTENNA_fanout301_A,VPWR,li1,146.7400,130.5600,1.799998
ANTENNA_fanout303_X,VPWR,li1,151.3400,174.0800,1.799998
ANTENNA_fanout292_A,VPWR,li1,89.2400,163.2000,1.799998
ANTENNA__6177__RESET_B,VPWR,li1,76.3600,217.6000,1.799996
ANTENNA_fanout297_A,VPWR,li1,78.2000,212.1600,1.799996
ANTENNA_fanout294_A,VPWR,li1,51.0600,217.6000,1.799997
ANTENNA_fanout295_A,VPWR,li1,37.2600,223.0400,1.799994
ANTENNA_fanout298_X,VPWR,li1,74.9800,217.6000,1.799996
ANTENNA_fanout289_A,VPWR,li1,42.7800,163.2000,1.799997
ANTENNA__5901__RESET_B,VPWR,li1,78.6600,141.4400,1.799996
ANTENNA_fanout291_A,VPWR,li1,87.4000,163.2000,1.799998
ANTENNA__6030__RESET_B,VPWR,li1,87.4000,119.6800,1.799997
ANTENNA_fanout290_A,VPWR,li1,83.7200,130.5600,1.799996
ANTENNA_fanout292_X,VPWR,li1,92.0000,163.2000,1.799998
ANTENNA_fanout279_A,VPWR,li1,49.6800,108.8000,1.799998
ANTENNA_fanout281_A,VPWR,li1,81.4200,108.8000,1.799998
ANTENNA__6033__RESET_B,VPWR,li1,65.3200,108.8000,1.799998
ANTENNA_fanout276_A,VPWR,li1,62.5600,65.2800,1.799999
ANTENNA_fanout286_A,VPWR,li1,148.5800,114.2400,1.799997
ANTENNA__6158__RESET_B,VPWR,li1,156.8600,32.6400,1.799998
ANTENNA_fanout283_A,VPWR,li1,145.8200,48.9600,1.799998
ANTENNA_fanout287_X,VPWR,li1,153.6400,114.2400,1.799997
ANTENNA_fanout284_A,VPWR,li1,131.1000,70.7200,1.799998
ANTENNA__5989__RESET_B,VPWR,li1,101.2000,108.8000,1.799998
ANTENNA_fanout285_A,VPWR,li1,143.9800,108.8000,1.799994
ANTENNA__6176__RESET_B,VPWR,li1,157.3200,97.9200,1.799999
ANTENNA__6174__RESET_B,VPWR,li1,155.9400,108.8000,1.799995
ANTENNA__6173__RESET_B,VPWR,li1,156.8600,108.8000,1.799995
ANTENNA_fanout286_X,VPWR,li1,157.3200,114.2400,1.799996
ANTENNA__6052__RESET_B,VPWR,li1,117.7600,10.8800,1.799998
ANTENNA__6054__RESET_B,VPWR,li1,129.2600,10.8800,1.799998
ANTENNA__6055__RESET_B,VPWR,li1,103.0400,32.6400,1.799999
ANTENNA__6056__RESET_B,VPWR,li1,106.7200,5.4400,1.799999
ANTENNA__6057__RESET_B,VPWR,li1,100.2800,32.6400,1.799999
ANTENNA__6058__RESET_B,VPWR,li1,92.0000,10.8800,1.799998
ANTENNA__6059__RESET_B,VPWR,li1,107.1800,10.8800,1.799998
ANTENNA__6061__RESET_B,VPWR,li1,130.6400,32.6400,1.799999
ANTENNA_fanout282_A,VPWR,li1,143.9800,48.9600,1.799998
ANTENNA__6159__RESET_B,VPWR,li1,145.8200,38.0800,1.799999
ANTENNA_fanout283_X,VPWR,li1,144.9000,48.9600,1.799998
ANTENNA__3204__A0,VPWR,li1,74.0600,223.0400,1.799998
ANTENNA__4964__A0,VPWR,li1,113.1600,190.4000,1.799998
ANTENNA__4722__A1,VPWR,li1,164.2200,184.9600,1.799999
ANTENNA__3160__A3,VPWR,li1,223.5600,168.6400,1.799999
ANTENNA__2828__B2,VPWR,li1,230.0000,168.6400,1.799999
ANTENNA__3200__A0,VPWR,li1,211.1400,195.8400,1.799998
ANTENNA__3226__A0,VPWR,li1,207.9200,190.4000,1.799997
ANTENNA__3404__A0,VPWR,li1,224.9400,179.5200,1.799998
ANTENNA__4807__A0,VPWR,li1,328.4400,223.0400,1.800000
ANTENNA__4861__A0,VPWR,li1,312.8000,223.0400,1.800000
ANTENNA_fanout271_X,VPWR,li1,80.0400,217.6000,1.799996
ANTENNA__3205__A0,VPWR,li1,101.6600,201.2800,1.799998
ANTENNA__4967__A0,VPWR,li1,112.2400,168.6400,1.799994
ANTENNA__4730__A1,VPWR,li1,163.3000,157.7600,1.799998
ANTENNA__3169__A3,VPWR,li1,220.3400,152.3200,1.800000
ANTENNA__2842__A_N,VPWR,li1,249.7800,152.3200,1.799999
ANTENNA__3201__A0,VPWR,li1,224.4800,152.3200,1.799999
ANTENNA__3227__A0,VPWR,li1,221.7200,152.3200,1.799999
ANTENNA__3405__A0,VPWR,li1,227.7000,146.8800,1.799995
ANTENNA__4808__A0,VPWR,li1,281.0600,163.2000,1.799991
ANTENNA__4862__A0,VPWR,li1,297.1600,136.0000,1.799998
ANTENNA_fanout270_X,VPWR,li1,117.3000,195.8400,1.799998
ANTENNA__3206__A0,VPWR,li1,95.2200,217.6000,1.799997
ANTENNA__4738__A1,VPWR,li1,162.8400,195.8400,1.799999
ANTENNA__4970__A0,VPWR,li1,124.6600,201.2800,1.799998
ANTENNA__3029__C_N,VPWR,li1,205.6200,174.0800,1.799997
ANTENNA__2904__A1,VPWR,li1,242.4200,174.0800,1.799997
ANTENNA__3202__A0,VPWR,li1,201.0200,212.1600,1.799998
ANTENNA__3228__A0,VPWR,li1,208.3800,206.7200,1.799998
ANTENNA__3406__A0,VPWR,li1,230.4600,184.9600,1.799997
ANTENNA__4809__A0,VPWR,li1,277.8400,201.2800,1.799994
ANTENNA__4863__A0,VPWR,li1,284.2800,223.0400,1.799999
ANTENNA_fanout269_X,VPWR,li1,126.9600,206.7200,1.799996
ANTENNA__3044__A1,VPWR,li1,201.0200,168.6400,1.799998
ANTENNA__3203__A0,VPWR,li1,222.6400,217.6000,1.799990
ANTENNA__3207__A0,VPWR,li1,97.9800,223.0400,1.799999
ANTENNA__4746__A1,VPWR,li1,171.1200,168.6400,1.799998
ANTENNA__4973__A0,VPWR,li1,135.7000,179.5200,1.799996
ANTENNA__2936__B2,VPWR,li1,234.1400,174.0800,1.799997
ANTENNA__3229__A0,VPWR,li1,214.3600,195.8400,1.799998
ANTENNA__3407__A0,VPWR,li1,214.8200,184.9600,1.799998
ANTENNA__4810__A0,VPWR,li1,203.7800,223.0400,1.799999
ANTENNA__4864__A0,VPWR,li1,304.9800,179.5200,1.799992
ANTENNA_fanout268_X,VPWR,li1,134.7800,217.6000,1.799996
ANTENNA__4050__S,VPWR,li1,282.4400,87.0400,1.799997
ANTENNA__4040__S,VPWR,li1,264.0400,92.4800,1.799997
ANTENNA__4046__S,VPWR,li1,293.4800,97.9200,1.799999
ANTENNA__4052__S,VPWR,li1,282.4400,87.0400,1.799997
ANTENNA__4074__S0,VPWR,li1,258.0600,108.8000,1.799998
ANTENNA__4032__S,VPWR,li1,276.4600,103.3600,1.799994
ANTENNA__4034__S,VPWR,li1,268.6400,108.8000,1.799998
ANTENNA__4038__S,VPWR,li1,261.7400,87.0400,1.799996
ANTENNA_fanout263_A,VPWR,li1,318.3200,114.2400,1.799998
ANTENNA__3964__A,VPWR,li1,317.8600,103.3600,1.799996
ANTENNA_fanout264_X,VPWR,li1,327.5200,114.2400,1.799999
ANTENNA__4333__A0,VPWR,li1,80.5000,212.1600,1.799996
ANTENNA__4952__A0,VPWR,li1,129.2600,206.7200,1.799996
ANTENNA__2999__A3,VPWR,li1,213.9000,179.5200,1.799999
ANTENNA__2824__C,VPWR,li1,252.5400,168.6400,1.799999
ANTENNA__3196__A0,VPWR,li1,211.1400,206.7200,1.799998
ANTENNA__3222__A0,VPWR,li1,215.2800,201.2800,1.799997
ANTENNA__3400__A0,VPWR,li1,228.6200,179.5200,1.799998
ANTENNA__4803__A0,VPWR,li1,315.1000,212.1600,1.799998
ANTENNA__4857__A0,VPWR,li1,314.1800,212.1600,1.799998
ANTENNA__5092__A1,VPWR,li1,255.7600,168.6400,1.799999
ANTENNA_fanout259_X,VPWR,li1,87.8600,206.7200,1.799993
ANTENNA__3123__A3,VPWR,li1,217.5800,136.0000,1.799996
ANTENNA__4334__A0,VPWR,li1,81.8800,212.1600,1.799996
ANTENNA__4955__A0,VPWR,li1,132.4800,125.1200,1.799999
ANTENNA__4698__A1,VPWR,li1,163.3000,141.4400,1.799999
ANTENNA__2843__B,VPWR,li1,234.1400,157.7600,1.799997
ANTENNA__3197__A0,VPWR,li1,212.5200,168.6400,1.799999
ANTENNA__3223__A0,VPWR,li1,219.8800,152.3200,1.800000
ANTENNA__3401__A0,VPWR,li1,233.2200,141.4400,1.799996
ANTENNA__4804__A0,VPWR,li1,329.8200,190.4000,1.799999
ANTENNA__4858__A0,VPWR,li1,330.2800,119.6800,1.799999
ANTENNA_fanout258_X,VPWR,li1,116.3800,195.8400,1.799998
ANTENNA__4335__A0,VPWR,li1,127.4200,206.7200,1.799996
ANTENNA__4958__A0,VPWR,li1,120.9800,146.8800,1.799997
ANTENNA__3137__A1,VPWR,li1,213.9000,152.3200,1.800000
ANTENNA__2902__A2,VPWR,li1,235.5200,163.2000,1.799994
ANTENNA__3198__A0,VPWR,li1,203.3200,212.1600,1.799998
ANTENNA__3224__A0,VPWR,li1,215.2800,206.7200,1.799998
ANTENNA__3402__A0,VPWR,li1,230.0000,152.3200,1.799999
ANTENNA__4805__A0,VPWR,li1,247.9400,212.1600,1.799999
ANTENNA__4859__A0,VPWR,li1,236.4400,206.7200,1.799997
ANTENNA__5094__A1,VPWR,li1,246.5600,217.6000,1.799990
ANTENNA_fanout257_X,VPWR,li1,115.4600,212.1600,1.799990
ANTENNA__3225__A0,VPWR,li1,226.7800,206.7200,1.799997
ANTENNA__3149__A1,VPWR,li1,223.5600,168.6400,1.799999
ANTENNA__4336__A0,VPWR,li1,123.7400,201.2800,1.799998
ANTENNA__4714__A1,VPWR,li1,163.7600,195.8400,1.799999
ANTENNA__4961__A0,VPWR,li1,135.7000,206.7200,1.799997
ANTENNA__3199__A0,VPWR,li1,196.8800,217.6000,1.799994
ANTENNA__2934__B,VPWR,li1,239.2000,174.0800,1.799997
ANTENNA__3403__A0,VPWR,li1,229.0800,174.0800,1.799996
ANTENNA__4806__A0,VPWR,li1,204.2400,212.1600,1.799998
ANTENNA__4860__A0,VPWR,li1,310.0400,195.8400,1.799998
ANTENNA_fanout256_X,VPWR,li1,129.2600,206.7200,1.799996
ANTENNA_fanout254_A,VPWR,li1,64.4000,81.6000,1.799998
ANTENNA__4829__C,VPWR,li1,92.0000,38.0800,1.799999
ANTENNA__3715__D_N,VPWR,li1,117.7600,27.2000,1.799999
ANTENNA__4373__A,VPWR,li1,136.6200,65.2800,1.799999
ANTENNA__4374__A,VPWR,li1,137.5400,43.5200,1.800000
ANTENNA__5193__B2,VPWR,li1,225.8600,114.2400,1.799996
ANTENNA__4375__A,VPWR,li1,138.0000,38.0800,1.799999
ANTENNA__4379__A,VPWR,li1,139.8400,59.8400,1.800000
ANTENNA__4380__A,VPWR,li1,144.4400,59.8400,1.800000
ANTENNA__4383__A,VPWR,li1,137.5400,59.8400,1.800000
ANTENNA_fanout255_X,VPWR,li1,134.7800,70.7200,1.799998
ANTENNA__4812__A1,VPWR,li1,50.6000,76.1600,1.799994
ANTENNA__4762__A,VPWR,li1,35.8800,59.8400,1.799998
ANTENNA__4873__A,VPWR,li1,52.4400,38.0800,1.799999
ANTENNA__4825__A_N,VPWR,li1,65.7800,43.5200,1.799999
ANTENNA__3588__A,VPWR,li1,40.9400,32.6400,1.799998
ANTENNA__3624__D1,VPWR,li1,49.6800,48.9600,1.799999
ANTENNA__3637__A_N,VPWR,li1,85.1000,27.2000,1.799999
ANTENNA__3670__A,VPWR,li1,43.7000,21.7600,1.799999
ANTENNA__3681__B1,VPWR,li1,46.0000,38.0800,1.799999
ANTENNA__3708__A,VPWR,li1,44.6200,21.7600,1.799999
ANTENNA_fanout254_X,VPWR,li1,55.6600,76.1600,1.799995
ANTENNA_fanout251_A,VPWR,li1,57.9600,48.9600,1.799999
ANTENNA__4813__A1,VPWR,li1,40.4800,81.6000,1.799999
ANTENNA__3761__A1,VPWR,li1,40.4800,108.8000,1.799998
ANTENNA__4398__A1,VPWR,li1,131.1000,54.4000,1.799999
ANTENNA_fanout252_A,VPWR,li1,143.5200,59.8400,1.800000
ANTENNA_fanout253_X,VPWR,li1,147.6600,54.4000,1.799999
ANTENNA__3715__A,VPWR,li1,116.8400,27.2000,1.799999
ANTENNA__4829__A_N,VPWR,li1,89.2400,38.0800,1.799999
ANTENNA__4408__A,VPWR,li1,126.0400,59.8400,1.800000
ANTENNA__4407__A1,VPWR,li1,129.7200,54.4000,1.799999
ANTENNA__3594__A_N,VPWR,li1,139.3800,21.7600,1.799998
ANTENNA__4389__A,VPWR,li1,138.9200,38.0800,1.799999
ANTENNA__4393__A,VPWR,li1,138.4600,48.9600,1.799998
ANTENNA__4394__A,VPWR,li1,143.9800,48.9600,1.799998
ANTENNA__4395__A,VPWR,li1,135.2400,59.8400,1.800000
ANTENNA__4388__A,VPWR,li1,132.9400,48.9600,1.799997
ANTENNA_fanout252_X,VPWR,li1,140.7600,59.8400,1.800000
ANTENNA__5044__A0,VPWR,li1,26.6800,43.5200,1.799998
ANTENNA__5112__A1,VPWR,li1,65.7800,32.6400,1.799998
ANTENNA__5176__A1,VPWR,li1,29.4400,32.6400,1.799998
ANTENNA__3778__A1,VPWR,li1,27.6000,70.7200,1.799995
ANTENNA__4814__A1,VPWR,li1,11.9600,70.7200,1.799997
ANTENNA__2742__A,VPWR,li1,112.7000,38.0800,1.799998
ANTENNA__4404__A,VPWR,li1,131.5600,54.4000,1.799999
ANTENNA__4400__A,VPWR,li1,128.8000,43.5200,1.800000
ANTENNA__4405__A1,VPWR,li1,127.8800,48.9600,1.799996
ANTENNA__4407__B1,VPWR,li1,126.9600,59.8400,1.800000
ANTENNA_fanout250_X,VPWR,li1,124.2000,65.2800,1.799998
ANTENNA__3791__A1,VPWR,li1,42.7800,76.1600,1.799995
ANTENNA__4815__A1,VPWR,li1,39.1000,70.7200,1.799993
ANTENNA__3577__B,VPWR,li1,24.3800,21.7600,1.799999
ANTENNA__3631__A,VPWR,li1,29.9000,54.4000,1.799994
ANTENNA__3650__A_N,VPWR,li1,64.4000,16.3200,1.799995
ANTENNA__5045__A0,VPWR,li1,27.6000,54.4000,1.799995
ANTENNA__5113__A1,VPWR,li1,58.8800,16.3200,1.799996
ANTENNA__5177__A1,VPWR,li1,24.8400,21.7600,1.799999
ANTENNA__3651__B,VPWR,li1,75.4400,16.3200,1.799996
ANTENNA_fanout248_A,VPWR,li1,126.5000,70.7200,1.799998
ANTENNA_fanout249_X,VPWR,li1,117.3000,76.1600,1.799991
ANTENNA__4816__A1,VPWR,li1,20.2400,70.7200,1.799997
ANTENNA__3804__A1,VPWR,li1,26.2200,81.6000,1.799999
ANTENNA__3586__B,VPWR,li1,29.4400,21.7600,1.799999
ANTENNA__3640__A,VPWR,li1,68.0800,27.2000,1.799999
ANTENNA__5046__A0,VPWR,li1,23.4600,48.9600,1.799998
ANTENNA__5114__A1,VPWR,li1,63.0200,21.7600,1.799999
ANTENNA__5178__A1,VPWR,li1,10.5800,32.6400,1.799998
ANTENNA__4427__A,VPWR,li1,125.5800,70.7200,1.799998
ANTENNA_fanout246_A,VPWR,li1,109.4800,70.7200,1.799998
ANTENNA_fanout247_X,VPWR,li1,112.2400,76.1600,1.799990
ANTENNA__3578__B,VPWR,li1,30.3600,21.7600,1.799999
ANTENNA__3579__A_N,VPWR,li1,31.7400,21.7600,1.799999
ANTENNA__5179__A1,VPWR,li1,26.6800,27.2000,1.799996
ANTENNA__3630__A,VPWR,li1,28.0600,48.9600,1.799998
ANTENNA__5047__A0,VPWR,li1,24.3800,54.4000,1.799995
ANTENNA__4817__A1,VPWR,li1,28.5200,70.7200,1.799995
ANTENNA__3816__A1,VPWR,li1,27.1400,81.6000,1.799999
ANTENNA_fanout244_A,VPWR,li1,109.4800,59.8400,1.800000
ANTENNA__4447__B,VPWR,li1,106.7200,59.8400,1.800000
ANTENNA__4451__A1,VPWR,li1,105.3400,65.2800,1.799999
ANTENNA_fanout245_X,VPWR,li1,109.9400,65.2800,1.799998
ANTENNA__3596__A,VPWR,li1,130.6400,10.8800,1.799998
ANTENNA__5131__A1,VPWR,li1,122.3600,10.8800,1.799998
